Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
1224	-266.1821	-355.1801	88.99803	0.00223762	0.0117663	0.00196578	0.00180003	0.0212236	0.046253	0.0028281	0.0355728	0.0274414	0.00504563	0.00898877	0.0156637	0.00613446	0.000113274	0.0050249	0.00999243	0.0104685	0.00271452	0.00280451	0.0053708	0.00513934	0.0151536	0.00553424	0.00583441	0.0191984	0.00429917	0.0106209	0.00143591	0.0138935	0.0134486	0.0319864	0.0150132	0.00948614	0.0463179	0.00888448	0.00671112	0.0271369	0.0223319	0.00465734	0.000394422	0.015502	0.00736318	0.0198936	0.0166533	0.0263603	0.00442067	0.0625909	0.0068915	0.0016559	0.00316804	0.0102576	0.031907	0.0175751	0.0695173	0.0049975	0.0183463	0.00705492	0.0269669	0.0141123	0.0844346	0.0149537	0.1448059	1.855194	0.284499	0.541694	0.825917	1.21078	1.84606	3.51495	0.9089149	12.81159	0.00234181	0.0123141	0.00205731	0.00188384	0.0222118	0.0484066	0.00295978	0.0372291	0.0287191	0.00528056	0.00940729	0.016393	0.00642009	0.000118548	0.00525886	0.0104577	0.010956	0.00284092	0.00293509	0.00562087	0.00537864	0.0158592	0.00579192	0.00610607	0.0200923	0.00449934	0.0111154	0.00150277	0.0145403	0.0140748	0.0334757	0.0157122	0.00992782	0.0484745	0.00929815	0.0070236	0.0284004	0.0233717	0.00487419	0.000412786	0.0162238	0.00770602	0.0208199	0.0174287	0.0275876	0.0046265	0.0655052	0.00721237	0.001733	0.00331555	0.0107352	0.0333926	0.0183934	0.0727541	0.00523019	0.0192005	0.0073834	0.0282225	0.0147693	0.0883659	0.0156499	0.673291	0.326709	0.673291	0.9555107
1260	-275.8189	-366.518	90.69914	0.00399718	0.000924448	0.011775	0.0031259	0.00227007	0.0176664	0.0104144	0.00012584	0.0113063	0.00963462	0.00570986	0.0165853	0.00390587	0.00293684	0.00227893	0.0129477	0.0086668	0.00918701	0.0066864	0.00560573	0.000715612	0.00265603	0.00630084	0.00441249	0.00249793	0.00201903	0.00531225	0.00476553	0.00166946	0.00539636	0.0112011	0.0110014	0.00138954	0.00969622	0.00795148	0.00497673	0.0158233	0.00118118	0.0155022	0.00537747	0.0054978	0.0463359	0.006167	0.0140784	0.00736647	0.012124	0.0116899	0.00173984	0.0109186	2.08684e-05	0.00981109	0.0221486	0.00155419	0.000531013	0.0635023	0.00103709	0.00769787	0.00578865	0.0141249	0.0227072	0.00922236	0.4203219	1.579678	0.168298	0.41933	0.762508	1.31146	2.38475	5.94186	1.288524	3.758258	0.00740684	0.00171302	0.0218193	0.00579233	0.00420648	0.0327361	0.019298	0.000233183	0.0209507	0.0178531	0.0105805	0.0307329	0.00723763	0.00544201	0.00422289	0.0239923	0.0160597	0.0170237	0.01239	0.0103875	0.00132604	0.00492166	0.0116756	0.00817641	0.00462871	0.00374129	0.00984367	0.00883061	0.00309354	0.00999953	0.0207558	0.0203859	0.00257484	0.0179672	0.0147342	0.00922195	0.0293209	0.00218874	0.0287259	0.00996453	0.0101875	0.0858611	0.0114275	0.0260875	0.0136502	0.0224659	0.0216615	0.00322394	0.0202323	3.86695e-05	0.0181801	0.0410417	0.00287993	0.000983975	0.117671	0.00192174	0.0142643	0.0107265	0.0261737	0.0420768	0.0170892	0.444377	0.555623	0.4443773	0.5396609
1296	-261.6131	-352.6952	91.08217	0.00795443	4.08795e-05	0.0070909	0.0232622	0.00207023	0.0073418	0.0130018	0.00243092	0.0186148	0.00726923	0.0100911	0.00537429	0.0134797	0.0323774	0.00234376	0.0174184	0.00736255	0.00535045	0.00284206	0.00219374	0.00412059	0.00373363	0.0050543	0.013084	0.0366843	0.00298587	0.0125591	0.0148678	0.000369806	0.000395261	0.0221412	0.0185549	0.042012	0.00702639	0.00122028	0.00941922	0.0034939	0.017269	0.0122131	0.00683724	0.0252525	0.00172633	0.0186912	0.0398996	0.0221683	0.00312111	0.0574962	0.0259484	0.010354	0.00415468	0.0248003	0.00220334	0.0119296	0.0212298	0.0358129	0.0119722	0.0203558	0.0361762	0.00255473	0.0143813	0.0253648	0.5377037	1.462296	0.199169	0.455227	0.7823	1.27828	2.19671	5.02087	1.166747	2.71952	0.0094973	4.88086e-05	0.00846628	0.0277742	0.00247178	0.00876585	0.0155237	0.00290243	0.0222254	0.0086792	0.0120484	0.00641671	0.0160943	0.0386575	0.00279837	0.0207969	0.00879062	0.00638825	0.00339332	0.00261925	0.00491984	0.00445782	0.00603465	0.0156218	0.0437997	0.00356502	0.0149951	0.0177516	0.000441535	0.000471927	0.0264358	0.0221539	0.0501609	0.00838926	0.00145697	0.0112462	0.00417159	0.0206185	0.014582	0.00816342	0.0301506	0.00206117	0.0223167	0.0476387	0.0264682	0.0037265	0.0686485	0.0309814	0.0123624	0.00496054	0.0296106	0.00263071	0.0142435	0.0253476	0.0427594	0.0142944	0.0243041	0.0431931	0.00305026	0.0171708	0.0302847	0.286173	0.713827	0.2861734	0.8375456
1332	-261.2389	-350.1746	88.93564	0.0110295	0.000324682	0.00782947	0.00101957	0.0460763	0.00698853	0.00990959	0.0184205	0.0380773	0.00871975	0.00347304	0.00356062	0.0060639	0.00539805	0.000952169	0.0088058	0.00819844	0.00297087	0.00198298	0.0011342	0.000722044	0.00175657	0.000821989	0.0126244	0.00818515	0.00164328	0.00527098	0.00249856	0.000594055	0.000209965	0.0043915	0.0159971	0.00472975	0.00927771	0.00145236	0.00314709	0.00155671	0.0100807	0.0219483	0.00758847	0.00307478	0.000182363	0.0149895	0.0188129	0.0267971	0.00435415	0.0114556	0.00190978	0.00709771	0.00806856	0.0052613	0.0106266	0.0109841	0.0226268	0.00813569	0.00324449	0.0169964	0.0217152	0.00466745	0.00833508	0.00119166	0.1623751	1.837625	0.137364	0.379786	0.739305	1.35262	2.63306	7.27991	1.435377	11.31716	0.0213768	0.00062928	0.0151746	0.00197606	0.0893022	0.0135447	0.0192062	0.0357014	0.073799	0.0169001	0.00673123	0.00690098	0.0117527	0.0104622	0.00184544	0.0170669	0.0158897	0.00575795	0.00384329	0.00219824	0.00139942	0.00340448	0.00159313	0.0244678	0.015864	0.0031849	0.0102159	0.00484255	0.00115136	0.00040694	0.00851134	0.0310045	0.00916691	0.0179815	0.00281487	0.0060995	0.00301712	0.0195377	0.0425389	0.0147075	0.00595936	0.000353446	0.0290517	0.0364619	0.0519365	0.00843894	0.0222026	0.00370141	0.0137563	0.015638	0.0101971	0.0205958	0.0212886	0.043854	0.0157681	0.00628828	0.0329414	0.042087	0.00904616	0.0161545	0.0023096	0.672819	0.327181	0.6728193	0.5159589
1368	-257.1505	-347.1723	90.02182	0.0079086	0.00109158	0.00185658	0.0125007	0.00339703	0.00396161	0.00247335	0.00396625	0.0142137	0.0019161	0.0071576	0.00516446	0.0101773	0.00581006	0.00675785	0.00046987	0.0083227	0.00900747	0.00372869	0.00366477	0.00323955	0.0047173	0.00211906	0.00342331	0.00370441	8.3768e-05	0.00547844	0.00196762	0.00228439	0.00194968	0.0111127	0.0121692	0.0152329	0.0122187	0.000414428	0.00478767	0.00387113	0.0141356	0.0201772	0.00637283	0.00620695	6.76658e-06	0.010948	0.0341764	0.00925717	0.00391655	0.0094945	0.00315333	0.00115278	0.00188041	0.00875677	0.0100115	0.0107068	0.0106163	0.0204257	0.000297706	0.0210618	0.0249667	0.000874434	0.00787267	0.00561171	0.2853522	1.714648	0.163371	0.413298	0.759069	1.3174	2.41956	6.12103	1.310006	6.008882	0.0177961	0.00245629	0.00417772	0.0281293	0.00764408	0.0089145	0.00556558	0.00892492	0.0319839	0.00431165	0.0161062	0.0116212	0.0229012	0.0130739	0.0152066	0.00105731	0.0187279	0.0202688	0.00839038	0.00824655	0.0072897	0.010615	0.00476835	0.0077032	0.00833574	0.000188496	0.0123277	0.00442757	0.00514038	0.0043872	0.025006	0.0273834	0.0342774	0.0274947	0.000932554	0.0107733	0.00871089	0.0318082	0.0454032	0.0143403	0.013967	1.52263e-05	0.0246354	0.0769044	0.0208307	0.00881309	0.0213647	0.00709569	0.002594	0.00423134	0.0197046	0.022528	0.0240927	0.023889	0.0459623	0.000669903	0.0473938	0.0561805	0.00196767	0.0177152	0.0126276	0.786774	0.213226	0.7867743	0.444401
1404	-259.9418	-348.7588	88.81698	0.000578555	0.00527898	0.00284697	0.00532222	0.00445698	0.000741773	0.0050047	0.00601833	0.025019	0.00422027	0.0108985	0.00847267	0.0127737	0.0031023	0.0033881	0.00680255	0.0104429	0.0072955	0.00624327	0.00459363	0.00152024	0.0060821	0.016153	0.00322648	0.00626316	0.000200134	0.00841577	0.00461257	0.000775516	0.000269356	0.0220895	0.0145592	0.00887455	0.00904259	0.00737139	0.00126657	0.00940655	0.0101644	0.0243084	0.0114122	0.0173067	0.0015184	0.00162627	0.0450205	0.03379	0.000479714	0.0144542	0.0125542	0.00103084	0.00826242	0.00697006	0.00458306	0.000615657	0.00553303	0.0235039	0.00618671	0.00340841	0.0420676	0.00394538	0.00791719	0.00225376	0.1339458	1.866054	0.187132	0.441596	0.774915	1.29046	2.26451	5.34382	1.21182	13.93141	0.00106638	0.00973008	0.00524745	0.00980977	0.00821498	0.00136722	0.00922453	0.0110928	0.0461143	0.00777869	0.0200878	0.0156166	0.0235441	0.00571807	0.00624485	0.0125383	0.0192481	0.0134469	0.0115074	0.00846686	0.00280206	0.0112104	0.0297728	0.00594697	0.0115441	0.000368881	0.0155117	0.00850177	0.00142941	0.00049647	0.0407149	0.0268351	0.0163573	0.0166671	0.0135868	0.0023345	0.0173379	0.0187348	0.0448046	0.0210347	0.0318992	0.00279868	0.00299749	0.0829805	0.0622808	0.000884195	0.0266415	0.0231396	0.00190001	0.0152291	0.012847	0.00844738	0.00113476	0.0101983	0.0433218	0.0114032	0.0062823	0.0775379	0.00727202	0.0145927	0.00415407	0.796631	0.203369	0.7966312	0.5425427
1440	-270.2217	-360.6762	90.45456	0.0106661	0.0243439	0.00858519	0.0096063	0.000837315	0.0130269	0.00787349	0.0132168	0.0188139	0.00486469	0.00408211	0.0149755	0.0375969	0.00399305	0.0067282	0.00768533	0.0230343	0.00370623	0.00628972	0.00462858	0.00383654	0.00681626	0.00783868	0.00600547	0.0367423	0.00603345	0.0213885	0.00833987	0.00743555	0.00632205	0.00640249	0.0118968	0.0411581	0.00694436	0.00567852	0.00500401	0.00983674	0.00945018	0.0337151	0.0195539	0.0275177	0.0293279	0.00860884	0.00635722	0.0121662	0.00290478	0.00904041	0.0162666	0.0514015	0.00617189	0.00997329	0.00698289	0.00558245	0.0191649	0.0559265	0.0306119	0.00449722	0.0220992	0.000211968	0.0145856	0.00159427	0.337951	1.662049	0.244283	0.502891	0.806985	1.23918	1.9885	4.09361	1.019113	4.918018	0.0129138	0.029474	0.0103944	0.0116307	0.00101376	0.0157721	0.00953269	0.016002	0.0227786	0.00588983	0.00494234	0.0181313	0.0455198	0.00483451	0.00814605	0.00930488	0.0278883	0.00448726	0.00761516	0.00560397	0.00464503	0.00825266	0.00949054	0.00727102	0.0444851	0.00730489	0.0258957	0.0100974	0.00900246	0.00765431	0.0077517	0.0144038	0.0498314	0.00840776	0.00687517	0.00605851	0.0119097	0.0114416	0.0408199	0.0236745	0.0333166	0.0355083	0.010423	0.00769689	0.01473	0.00351691	0.0109455	0.0196945	0.0622334	0.00747251	0.012075	0.00845441	0.00675886	0.0232035	0.0677121	0.0370628	0.00544493	0.0267562	0.000256636	0.0176592	0.00193023	0.383397	0.616603	0.3833966	0.8259464
1476	-268.5502	-359.0135	90.46325	0.0134159	0.0200358	0.0315637	0.0202745	0.00387921	0.0211617	0.0155356	0.0312415	0.0234916	0.0219003	0.0119582	0.00347621	0.0223653	0.0150669	0.0330895	0.0183121	0.0747457	0.0143303	0.0471474	0.00366236	0.011413	0.0261661	0.0226438	0.00878399	0.00520089	0.0108014	0.0200484	0.0297038	0.00252788	0.0345116	0.0182983	0.0594851	0.0292485	0.00470985	0.0375335	0.0303844	0.0237415	0.119579	0.0550344	0.000946703	0.0164447	0.0199766	0.0328324	0.0670605	0.062799	1.40306e-05	0.0578876	0.0223609	0.000293097	0.00648901	0.00939874	0.0214169	0.0144932	0.0183342	0.0434857	0.00672395	0.0308485	0.037631	0.0122222	0.00011931	0.0039673	0.3620871	1.637913	0.576162	0.764217	0.91953	1.08751	1.30853	1.73562	0.3986762	4.523532	0.00905122	0.0135175	0.021295	0.0136785	0.00261717	0.0142771	0.0104814	0.0210776	0.015849	0.0147754	0.00806778	0.00234528	0.0150891	0.0101651	0.0223244	0.0123546	0.0504284	0.00966818	0.0318088	0.00247087	0.00769995	0.0176534	0.015277	0.00592626	0.00350887	0.00728731	0.013526	0.0200401	0.00170548	0.0232838	0.0123452	0.0401326	0.019733	0.00317757	0.0253226	0.0204994	0.0160176	0.0806756	0.0371298	0.000638708	0.0110947	0.0134775	0.0221509	0.0452435	0.0423684	9.46597e-06	0.0390548	0.0150861	0.000197743	0.00437792	0.00634101	0.0144492	0.00977807	0.0123694	0.0293383	0.00453642	0.0208124	0.0253884	0.00824588	8.04946e-05	0.0026766	0.630124	0.369876	0.630124	1.482214
1512	-264.1487	-355.3939	91.24519	0.00877865	0.0003085	0.0188405	0.000399843	0.0437942	0.0593724	0.00664239	0.0135693	0.0123789	0.0243059	0.0109834	0.0136753	0.0155996	0.00212678	0.00545966	0.0021326	0.0548006	0.000718922	0.00749253	0.00423521	0.00690657	0.0277584	0.0311349	0.0472195	0.00252226	0.0145136	0.0247992	0.00361305	0.000200098	0.0126699	0.036051	0.0306086	0.0202094	0.00247674	0.00423134	0.0036749	0.0268461	0.0134281	0.0303022	0.0122908	0.0634536	0.0525177	0.0257778	0.0320307	0.0361097	0.0172139	0.00350167	0.0207774	0.104732	0.0135098	0.0126398	0.0532372	0.0021356	0.000433464	0.126657	0.0116951	0.0163121	0.0184703	0.00744639	0.0144089	0.00189842	0.6483496	1.35165	0.30792	0.563002	0.835918	1.19629	1.77619	3.2476	0.8517143	2.084755	0.00679446	0.000238772	0.0145821	0.000309469	0.0338957	0.0459528	0.00514105	0.0105023	0.00958098	0.0188122	0.0085009	0.0105844	0.0120737	0.00164608	0.00422565	0.00165058	0.0424143	0.000556428	0.00579903	0.00327795	0.00534552	0.0214843	0.0240977	0.0365467	0.00195217	0.0112332	0.019194	0.00279641	0.000154871	0.00980618	0.0279026	0.0236903	0.0156416	0.00191694	0.00327495	0.00284429	0.0207782	0.0103931	0.0234532	0.0095128	0.0491116	0.0406474	0.0199514	0.024791	0.027948	0.0133231	0.00271021	0.0160812	0.0810597	0.0104563	0.00978291	0.0412043	0.0016529	0.000335491	0.0980294	0.00905175	0.0126252	0.0142956	0.00576332	0.0111522	0.00146933	0.4083	0.5917	0.4083003	1.29203
1548	-267.0109	-357.4913	90.48036	0.018682	0.00032383	1.45959e-05	0.0121618	0.0187773	0.00196432	0.00190769	0.0195522	0.0287154	0.00114758	0.00214874	0.0140921	0.0152474	0.00089045	0.000649623	7.48775e-05	0.00357003	0.0142318	0.00656054	0.00370593	0.00289376	0.0215351	0.0123865	0.00275032	0.00423466	0.00381543	0.00878791	0.00424762	0.00554348	0.0140789	0.00459078	0.00784312	0.0108664	0.00556726	0.00124811	0.00468222	0.00572001	0.017609	0.0340884	0.0051158	0.0343164	0.020399	0.0183615	0.0028505	0.0188123	0.00480748	0.00284462	0.0291946	0.0262727	0.019435	0.00333479	0.0177526	0.00287116	0.0114243	0.0803052	0.0179677	0.0137949	0.00991393	0.000703338	0.00301104	0.0025244	0.3784664	1.621534	0.170374	0.421845	0.763932	1.30902	2.37054	5.86945	1.279659	4.284484	0.027356	0.000474185	2.13727e-05	0.0178086	0.0274956	0.00287636	0.00279342	0.0286303	0.0420479	0.0016804	0.0031464	0.020635	0.0223268	0.00130389	0.000951243	0.000109643	0.00522759	0.0208396	0.00960659	0.00542659	0.00423733	0.0315338	0.0181375	0.00402729	0.00620082	0.00558693	0.0128681	0.00621979	0.00811732	0.0206158	0.00672228	0.0114847	0.0159116	0.00815214	0.00182761	0.00685617	0.0083758	0.0257849	0.0499157	0.00749107	0.0502495	0.0298702	0.0268867	0.00417399	0.0275468	0.0070396	0.00416538	0.0427496	0.0384711	0.0284587	0.00488313	0.0259951	0.00420424	0.0167287	0.117591	0.02631	0.0201999	0.014517	0.0010299	0.00440907	0.00369648	0.662817	0.337183	0.6628174	0.6829204
1584	-264.8849	-355.1889	90.30398	0.0152051	0.00320023	0.0074	0.0236669	0.00931933	0.0818092	0.00395725	0.0134458	0.0711294	0.00554339	0.00795018	0.00661013	0.0268859	0.00104196	0.000599134	0.0499345	0.0278972	0.0179745	0.015757	0.00343518	0.00483938	0.0050977	0.0321033	0.0176153	0.0353602	0.00492304	0.0176963	0.00119996	0.00442192	0.00714782	0.0195116	0.0428685	0.00384716	0.0082935	0.000384828	0.00259031	0.00825889	0.0229857	0.064967	0.0225827	0.0537149	0.051842	0.0585607	0.00527201	0.00614773	0.0084843	0.0151848	0.00041325	0.0811774	0.0420404	0.0163367	0.0151542	0.00203528	0.0130497	0.233822	0.0435571	0.0314115	0.0122588	0.00904123	0.0303537	0.0293327	0.3244459	1.675554	0.592873	0.774949	0.923539	1.08279	1.29041	1.6867	0.378002	5.164355	0.0102831	0.00216429	0.00500457	0.0160058	0.0063026	0.055327	0.00267626	0.0090933	0.0481044	0.00374896	0.00537666	0.00447039	0.0181828	0.000704671	0.00040519	0.0337704	0.0188667	0.012156	0.0106563	0.00232319	0.00327284	0.00344754	0.0217113	0.0119131	0.0239139	0.00332942	0.0119679	0.000811526	0.00299052	0.00483402	0.0131956	0.0289917	0.00260181	0.00560884	0.000260256	0.00175181	0.00558543	0.0155451	0.0439368	0.0152725	0.036327	0.0350604	0.0396042	0.00356542	0.00415767	0.00573788	0.0102694	0.000279478	0.0548997	0.0284317	0.0110484	0.0102487	0.00137645	0.00882543	0.158132	0.0294574	0.0212434	0.00829056	0.00611453	0.020528	0.0198375	0.559492	0.440508	0.5594918	1.478648
1620	-269.8444	-360.7136	90.86929	0.0235851	0.0043184	0.016119	0.0289116	0.0542205	0.0195507	0.0324348	0.0502952	0.0635771	0.00186308	0.00128662	0.000830409	0.015947	0.00165485	0.0151958	0.0248537	0.012999	0.0212244	0.0140478	0.00839086	0.00148639	0.00291	0.0145519	0.00814028	0.020221	0.0260951	0.0213619	0.00476267	0.0199404	0.00144836	0.0163927	0.0988309	0.0131202	0.0392481	0.0061037	0.0101352	0.00956361	0.0208006	0.0530136	0.0262389	0.0492075	0.0257391	0.0258068	0.0056975	0.00540641	0.0020117	0.0236163	0.0109344	0.0594296	0.0345819	0.0324052	0.0162233	0.0188702	0.0313561	0.131243	0.0211967	0.0302168	0.0432168	0.00981417	0.00509871	0.0112575	0.6217932	1.378207	0.252774	0.511342	0.811191	1.23276	1.95564	3.9561	0.9944073	2.216504	0.0166209	0.00304327	0.0113594	0.0203746	0.0382104	0.0137778	0.0228575	0.0354441	0.0448041	0.00131295	0.00090671	0.000585207	0.0112382	0.00116621	0.0107088	0.0175149	0.00916065	0.0149573	0.0098998	0.00591321	0.00104749	0.00205074	0.0102551	0.00573663	0.0142502	0.0183898	0.0150542	0.00335636	0.0140524	0.00102069	0.0115523	0.0696482	0.00924608	0.0276589	0.0043014	0.00714251	0.00673968	0.0146586	0.0373598	0.0184911	0.0346776	0.0181389	0.0181866	0.00401515	0.00381001	0.00141769	0.0166429	0.00770573	0.0418813	0.0243706	0.0228366	0.0114329	0.0132982	0.0220973	0.0924895	0.0149378	0.0212944	0.0304558	0.00691625	0.00359317	0.00793339	0.381439	0.618561	0.3814392	1.419001
1656	-262.5367	-352.0327	89.49604	0.00425656	0.000908415	0.0113523	0.0257613	0.0150042	0.0158173	0.0196047	0.0124164	0.0229197	0.000845807	0.000152788	0.000155334	0.00191512	0.0206197	0.00679656	0.00994366	0.00224887	0.0378352	0.0238186	0.0156493	0.00802604	0.00308127	0.00894833	0.00536185	0.0012146	0.0140337	0.0175735	0.000791351	0.00975892	0.0018006	0.00581963	0.0190134	0.0130006	0.0119653	0.000138989	0.0201051	0.0118011	0.00539255	0.0533853	0.0175779	0.043172	0.055932	0.0328781	0.0143887	0.00852528	0.00768213	0.00228652	0.0129146	0.105516	0.00191113	0.0317128	0.00309677	0.0211198	0.00962555	0.0529041	0.023844	0.0194597	0.018287	0.00730115	0.0541434	0.0197908	0.2399114	1.760089	0.185549	0.439769	0.773914	1.29213	2.27392	5.38943	1.217965	7.33641	0.00415963	0.000887728	0.0110937	0.0251746	0.0146625	0.0154571	0.0191582	0.0121336	0.0223978	0.000826546	0.000149309	0.000151796	0.00187151	0.0201502	0.00664179	0.00971722	0.00219766	0.0369736	0.0232762	0.0152929	0.00784327	0.0030111	0.00874455	0.00523975	0.00118694	0.0137141	0.0171733	0.00077333	0.00953668	0.0017596	0.0056871	0.0185804	0.0127046	0.0116928	0.000135824	0.0196472	0.0115323	0.00526974	0.0521696	0.0171776	0.0421889	0.0546583	0.0321294	0.0140611	0.00833114	0.00750718	0.00223445	0.0126206	0.103113	0.00186761	0.0309906	0.00302625	0.0206388	0.00940635	0.0516993	0.023301	0.0190166	0.0178705	0.00713488	0.0529104	0.0193401	0.593341	0.406659	0.5933407	1.023303
1692	-268.1024	-358.0534	89.95106	0.000854809	0.000791936	0.0189366	0.00587063	0.00485529	0.000350202	0.00821599	0.00891051	0.0211886	0.00502824	0.0054268	0.000195988	0.0177013	0.00725207	0.0061558	0.00331094	0.00346743	0.00921102	0.0228958	0.00386848	0.00500194	0.001936	0.000888979	0.00171055	0.000609524	0.00858157	0.00482601	0.00624222	0.011249	0.000243096	0.00818335	0.00489799	0.013181	0.0102603	0.00135403	0.0171797	0.00324628	0.00283575	0.0390843	0.00216004	0.0151291	0.0118516	0.0117165	0.0341584	0.0213307	0.00894269	0.00224621	0.0152915	0.0187232	0.00561172	0.00766185	0.00138941	0.0104169	0.0100982	0.0299501	0.00285032	0.0184421	0.0183817	0.00166291	0.024954	0.00248984	0.2543008	1.745699	0.194727	0.450247	0.77962	1.28268	2.221	5.1354	1.183055	6.864701	0.00149584	0.00138581	0.0331373	0.0102731	0.00849631	0.00061282	0.0143772	0.0155926	0.0370781	0.00879895	0.00949639	0.00034296	0.0309757	0.0126905	0.0107721	0.00579384	0.00606769	0.0161184	0.0400655	0.00676948	0.00875293	0.00338782	0.00155563	0.00299331	0.00106661	0.015017	0.00844507	0.0109233	0.0196846	0.000425396	0.0143201	0.00857103	0.0230655	0.0179545	0.00236943	0.0300628	0.00568068	0.0049623	0.0683939	0.00377988	0.0264746	0.0207393	0.0205028	0.059774	0.0373267	0.0156489	0.00393066	0.0267588	0.0327639	0.00981998	0.0134075	0.00243135	0.0182287	0.0176708	0.05241	0.00498779	0.0322719	0.0321663	0.00290993	0.0436672	0.00435698	0.682904	0.317096	0.6829042	0.5714589
1728	-262.0106	-353.0976	91.08703	0.000614224	0.00856028	0.00630364	0.0401313	0.000698746	0.0206325	0.0109926	0.0329202	0.0784289	0.0127921	0.00536138	0.0169278	0.00729151	0.00735763	0.0258638	0.00823672	0.0154009	0.00239774	0.00716457	0.00454061	0.0143561	0.0163999	0.0112837	0.00515817	0.0261441	0.00051268	0.00635883	0.00908773	0.0023039	0.00332924	0.00231195	0.0494734	0.010379	0.0270226	0.03357	0.00146874	0.0414334	0.0561411	0.0181825	0.0647682	0.00393578	0.144155	0.021971	0.037766	0.0380804	0.00281938	0.00254534	0.0154043	0.00846801	0.0158748	0.0121573	0.0253758	0.0403297	0.0116911	0.0535783	0.017999	0.0171136	0.002765	0.0175421	0.0101528	0.0233483	0.5223053	1.477695	0.377049	0.621452	0.862079	1.15999	1.60913	2.65218	0.7052679	2.829178	0.000497197	0.00692929	0.00510261	0.0324851	0.000565615	0.0167014	0.0088982	0.0266479	0.0634859	0.0103548	0.00433988	0.0137026	0.00590227	0.00595579	0.020936	0.00666738	0.0124666	0.0019409	0.00579951	0.00367549	0.0116208	0.0132752	0.00913385	0.00417539	0.0211629	0.000414999	0.00514728	0.00735625	0.00186494	0.00269492	0.00187145	0.0400473	0.00840151	0.021874	0.0271739	0.0011889	0.0335391	0.0454446	0.0147182	0.052428	0.0031859	0.116689	0.0177849	0.0305704	0.030825	0.00228221	0.00206038	0.0124693	0.00685461	0.0128502	0.00984101	0.020541	0.0326457	0.00946362	0.04337	0.0145696	0.013853	0.00223819	0.0141998	0.00821839	0.0188998	0.509864	0.490136	0.5098636	1.235376
